HLA,allele,rsid,F.Pval,F.OR,F.CI,glm.P,glm.E,glm.StdE,Case.Car,Case.Freq,Control.Car,Control.Freq,Case.Not,Control.Not,Case.Alleles,Case.Alelles.Not,Control.Alleles,Control.Alelles.Not,Case.Freq.Allele,Control.Freq.Allele,totalFreq,totalN
DRB3,00.00,DRB3:00.00,0.00850399441658908,0.462558567377324,0.25-0.836,0.0113906330015123,-0.734493017855327,0.290258289173787,205,0.84,239,0.919,39,21,297,191,360,160,0.609,0.692,0.880952380952381,504
C,01.02,C:01.02,0.134455494634279,0.742451038119014,0.504-1.09,0.0182157691682308,-0.467950709434968,0.198183197886852,77,0.318,100,0.386,165,159,85,399,107,411,0.176,0.207,0.353293413173653,501
DPB1,04.02,DPB1:04.02,0.0589263938698546,1.96673396149472,0.929-4.34,0.0195387406973746,0.87236798510819,0.373590797738533,23,0.0943,13,0.0502,221,246,25,463,13,505,0.0512,0.0251,0.0715705765407555,503
A,03.01,A:03.01,0.00708746797487435,0.158818852470543,0.0172-0.713,0.0272344800704678,-1.70561143700339,0.772419794730782,2,0.0083,13,0.0502,239,246,2,480,13,505,0.00415,0.0251,0.03,500
DRB3,02.02,DRB3:02.02,0.0194009583037755,1.56476604483018,1.07-2.3,0.0315537585780054,0.417266392049034,0.19407572982033,98,0.402,78,0.3,146,182,109,379,85,435,0.223,0.163,0.349206349206349,504
DRB4,01.03,DRB4:01.03,0.0401429374554634,0.686343751413594,0.475-0.989,0.0389982156631289,-0.378483964188304,0.183355738723124,116,0.475,148,0.569,128,112,132,356,178,342,0.27,0.342,0.523809523809524,504
DRB4,00.00,DRB4:00.00,0.0630042538128453,1.85644982312915,0.95-3.75,0.050274477303808,0.642346154402395,0.32812586667899,228,0.934,230,0.885,16,30,355,133,340,180,0.727,0.654,0.908730158730159,504
B,15.25,B:15.25,0.0554030914071638,4.38727864618438,0.863-42.8,0.0652958481154854,1.48560923616859,0.805982709348005,8,0.0351,2,0.0082,220,242,8,448,2,486,0.0175,0.0041,0.0211864406779661,472
B,46.01,B:46.01,0.473214589938996,0.853463326281543,0.558-1.3,0.0760859938647292,-0.399205359333862,0.225048723441947,60,0.263,72,0.295,168,172,63,393,77,411,0.138,0.158,0.279661016949153,472
DPB1,03.01,DPB1:03.01,0.0768351259113365,0.605865473493678,0.333-1.08,0.0819832028955051,-0.492350408886409,0.283074992190792,23,0.0943,38,0.147,221,221,24,464,41,477,0.0492,0.0792,0.121272365805169,503
DQB1,06.09,DQB1:06.09,0.162399725417502,2.45821085764393,0.675-11.1,0.0825190280566313,1.07695942193085,0.620277768015461,9,0.0372,4,0.0154,233,255,10,474,4,514,0.0207,0.00772,0.0259481037924152,501
C,03.03,C:03.03,0.085316450809201,0.613164098865293,0.344-1.07,0.0871599685103147,-0.473145902819956,0.276600826395544,25,0.103,41,0.158,217,218,28,456,44,474,0.0579,0.0849,0.131736526946108,501
A,31.01,A:31.01,0.059175478602651,0.491158481221114,0.219-1.04,0.0926799638650795,-0.634453376781541,0.377330266060761,12,0.0498,25,0.0965,229,234,12,470,25,493,0.0249,0.0483,0.074,500
DQA1,01.04,DQA1:01.04,0.0579042154637653,1.57826705296662,0.961-2.61,0.0987081419651127,0.40299132031451,0.244067195624073,49,0.202,36,0.138,193,224,53,431,39,481,0.11,0.075,0.169322709163347,502
DQA1,03.01,DQA1:03.01,0.105364478765431,0.624438078176804,0.347-1.11,0.107429902449179,-0.45340223644461,0.281641971693193,24,0.0992,39,0.15,218,221,24,460,40,480,0.0496,0.0769,0.125498007968128,502
hap,03.02_03.01_04.06,hap:03.02_03.01_04.06,0.140135313723233,0.433009843132424,0.118-1.35,0.12642753712074,-0.836510572489145,0.547331899444154,5,0.0205,12,0.0462,239,248,5,483,12,508,0.0102,0.0231,0.0337301587301587,504
A,02.03,A:02.03,0.164711214955092,1.88733870631816,0.797-4.71,0.127012377730558,0.634984534126243,0.41611319353158,17,0.0705,10,0.0386,224,249,17,465,10,508,0.0353,0.0193,0.054,500
DQB1,06.04,DQB1:06.04,0.0614638000754767,0.369860320774114,0.103-1.11,0.129034480901027,-0.843871144189692,0.555939017498694,5,0.0207,14,0.0541,237,245,6,478,14,504,0.0124,0.027,0.0379241516966068,501
DQB1,03.02,DQB1:03.02,0.114754574147559,0.640588169109033,0.362-1.12,0.129904481439672,-0.416268498992098,0.274859269488014,26,0.107,41,0.158,216,218,27,457,43,475,0.0558,0.083,0.13373253493014,501
A,11.01,A:11.01,0.0360187857408001,1.47282609161713,1.01-2.15,0.13021044035484,0.296452535088548,0.195901613087245,108,0.448,92,0.355,133,167,127,355,115,403,0.263,0.222,0.4,500
hap,06.09_01.02_13.02,hap:06.09_01.02_13.02,0.248666323034999,2.16627359169198,0.571-9.96,0.131441122408385,0.952280606445344,0.631300256380049,8,0.0328,4,0.0154,236,256,9,479,4,516,0.0184,0.00769,0.0238095238095238,504
hap,06.04_01.02_13.02,hap:06.04_01.02_13.02,0.0611396516702405,0.36826245809987,0.102-1.1,0.13242160586517,-0.836177102742789,0.555739442813868,5,0.0205,14,0.0538,239,246,6,482,14,506,0.0123,0.0269,0.0376984126984127,504
B,35.01,B:35.01,0.153430524567076,0.56128099757435,0.247-1.22,0.14760590611961,-0.55262215832373,0.38163463417369,12,0.0526,22,0.0902,216,222,12,444,24,464,0.0263,0.0492,0.0720338983050848,472
C,04.03,C:04.03,0.191626052576667,2.18634383600318,0.669-8.28,0.152885569730247,0.811095670353978,0.56743270237918,10,0.0413,5,0.0193,232,254,10,474,5,513,0.0207,0.00965,0.029940119760479,501
A,11.02,A:11.02,0.259809803920461,0.56670388509324,0.188-1.56,0.154805523570331,-0.686452724537081,0.482479380551126,7,0.029,13,0.0502,234,246,7,475,13,505,0.0145,0.0251,0.04,500
DRB1,14.04,DRB1:14.04,0.208208796635389,2.54451135620434,0.572-15.4,0.165711980097506,0.970324198826653,0.700031839281467,7,0.0299,3,0.012,227,248,7,461,3,499,0.015,0.00598,0.0206185567010309,485
A,33.03,A:33.03,0.473819580627311,1.18859959018546,0.722-1.96,0.174546776415287,0.372602163997785,0.274428581857131,43,0.178,40,0.154,198,219,45,437,40,478,0.0934,0.0772,0.166,500
B,51.01,B:51.01,0.38933296048214,1.32646702673288,0.726-2.44,0.175625754920325,0.404309839110568,0.298527550463099,30,0.132,25,0.102,198,219,30,426,26,462,0.0658,0.0533,0.116525423728814,472
DRB1,04.06,DRB1:04.06,0.207058003667453,0.477076415939607,0.128-1.52,0.177972226134023,-0.749340993117238,0.556293365624057,5,0.0214,11,0.0438,229,240,5,463,11,491,0.0107,0.0219,0.0329896907216495,485
B,35.03,B:35.03,0.21738359153235,0.211156070388994,0.00444-1.91,0.178408733644434,-1.48398736986439,1.10278640181688,1,0.00439,5,0.0205,227,239,1,455,5,483,0.00219,0.0102,0.0127118644067797,472
DPB1,05.01,DPB1:05.01,0.274446860334077,0.806382857007304,0.555-1.17,0.179721569140812,-0.24732464226361,0.184348747749948,140,0.574,162,0.625,104,97,179,309,204,314,0.367,0.394,0.600397614314115,503
B,58.01,B:58.01,0.38933296048214,1.32646702673288,0.726-2.44,0.187297242920867,0.415741845223979,0.315286317051913,30,0.132,25,0.102,198,219,31,425,25,463,0.068,0.0512,0.116525423728814,472
DPB1,21.01,DPB1:21.01,0.377719755236,0.642019931327048,0.226-1.71,0.196570236467291,-0.605802565145512,0.469110762355579,8,0.0328,13,0.0502,236,246,8,480,13,505,0.0164,0.0251,0.0417495029821074,503
hap,06.02_01.02_15.01,hap:06.02_01.02_15.01,0.297486037123786,1.40140464404675,0.748-2.65,0.203076497031774,0.39271560975527,0.308536080123313,28,0.115,22,0.0846,216,238,29,459,24,496,0.0594,0.0462,0.0992063492063492,504
C,03.02,C:03.02,0.485072400810893,1.26182526732784,0.703-2.28,0.205769455300059,0.388075396299809,0.306710053859817,31,0.128,27,0.104,211,232,32,452,28,490,0.0661,0.0541,0.115768463073852,501
C,07.02,C:07.02,0.210452204231037,1.28060324116993,0.862-1.91,0.206757059918754,0.248011898325032,0.196439933483465,82,0.339,74,0.286,160,185,86,398,85,433,0.178,0.164,0.311377245508982,501
DRB1,04.05,DRB1:04.05,0.20089825729408,0.686067797425658,0.368-1.26,0.234791907181655,-0.353284210217223,0.297350912924844,22,0.094,33,0.131,212,218,22,446,34,468,0.047,0.0677,0.11340206185567,485
DRB1,09.01,DRB1:09.01,0.423357531570137,0.848627542675585,0.56-1.28,0.235706396983777,-0.244415011715516,0.20612048895203,63,0.269,76,0.303,171,175,66,402,81,421,0.141,0.161,0.28659793814433,485
DPB1,04.01,DPB1:04.01,0.585039318709979,1.19670562296347,0.676-2.13,0.237397596062307,0.334874268927655,0.283427496977176,32,0.131,29,0.112,212,230,34,454,30,488,0.0697,0.0579,0.121272365805169,503
C,07.06,C:07.06,0.270976910888983,2.70587970051291,0.438-28.7,0.241093247714594,0.997188193815246,0.85065547301961,5,0.0207,2,0.00772,237,257,5,479,2,516,0.0103,0.00386,0.0139720558882236,501
hap,03.02_03.01_04.05,hap:03.02_03.01_04.05,0.384853758792116,0.525648799050782,0.114-1.99,0.252988468228102,-0.713411096666738,0.624090769751126,4,0.0164,8,0.0308,240,252,4,484,8,512,0.0082,0.0154,0.0238095238095238,504
hap,04.02_04.01_08.02,hap:04.02_04.01_08.02,0.287135212750299,0.350498042558643,0.0343-1.98,0.2537620541807,-0.951748076145823,0.833945552297804,2,0.0082,6,0.0231,242,254,2,486,6,514,0.0041,0.0115,0.0158730158730159,504
DPB1,14.01,DPB1:14.01,0.377719755236,0.642019931327048,0.226-1.71,0.255033835351682,-0.5290353012797,0.464796873640382,8,0.0328,13,0.0502,236,246,8,480,13,505,0.0164,0.0251,0.0417495029821074,503
hap,03.01_05.05_12.01,hap:03.01_05.05_12.01,0.363035470919772,1.62773010484378,0.6-4.68,0.256961897276326,0.53629643945924,0.473090951936921,12,0.0492,8,0.0308,232,252,13,475,8,512,0.0266,0.0154,0.0396825396825397,504
A,02.07,A:02.07,0.828726153350544,0.95132087964675,0.606-1.49,0.264329515682507,-0.261860761466627,0.234596769238093,51,0.212,57,0.22,190,202,54,428,62,456,0.112,0.12,0.216,500
DQB1,06.02,DQB1:06.02,0.375547511089331,1.34174481250462,0.721-2.52,0.269602994867314,0.336383854831221,0.304701792239854,28,0.116,23,0.0888,214,236,29,455,25,493,0.0599,0.0483,0.101796407185629,501
A,29.01,A:29.01,0.435305696242096,1.63416438366361,0.51-5.67,0.274577464636249,0.609411055807233,0.557771569344695,9,0.0373,6,0.0232,232,253,11,471,7,511,0.0228,0.0135,0.03,500
hap,03.03_03.02_09.01,hap:03.03_03.02_09.01,0.486643666843046,0.861076186873321,0.571-1.3,0.276897814828346,-0.221696646042522,0.203893752205502,64,0.262,76,0.292,180,184,67,421,81,439,0.137,0.156,0.277777777777778,504
C,15.05,C:15.05,0.462070597747577,1.55035827093416,0.523-4.88,0.278392413286455,0.565901602877415,0.522079444164922,10,0.0413,7,0.027,232,252,11,473,8,510,0.0227,0.0154,0.0339321357285429,501
DQB1,05.03,DQB1:05.03,0.296888497896828,1.40853789852729,0.752-2.67,0.285118391168412,0.323301301003575,0.302463988164817,28,0.116,22,0.0849,214,237,28,456,23,495,0.0579,0.0444,0.0998003992015968,501
DRB3,01.01,DRB3:01.01,0.498769485609208,1.2756372940342,0.617-2.66,0.299351362975504,0.368848696686812,0.355405357318034,20,0.082,17,0.0654,224,243,21,467,17,503,0.043,0.0327,0.0734126984126984,504
hap,04.01_03.03_04.05,hap:04.01_03.03_04.05,0.284723716227937,0.700177627256626,0.358-1.34,0.299642601104222,-0.330431954033034,0.318580712568422,19,0.0779,28,0.108,225,232,19,469,29,491,0.0389,0.0558,0.0932539682539683,504
DQB1,06.01,DQB1:06.01,0.413853109564157,0.83496328776674,0.547-1.27,0.302724675956445,-0.214790225123894,0.208411172814253,58,0.24,71,0.274,184,188,63,421,74,444,0.13,0.143,0.25748502994012,501
hap,05.03_01.04_14.54,hap:05.03_01.04_14.54,0.312806090082129,1.80700417440366,0.584-6.15,0.305504696109785,0.54203931709353,0.528973594286726,10,0.041,6,0.0231,234,254,10,478,6,514,0.0205,0.0115,0.0317460317460317,504
B,07.05,B:07.05,0.435378477974318,1.6284490088716,0.508-5.66,0.309903919227133,0.563044070530038,0.55449177760702,9,0.0395,6,0.0246,219,238,10,446,7,481,0.0219,0.0143,0.0317796610169492,472
DRB1,12.02,DRB1:12.02,0.246449532600535,1.31725535633649,0.813-2.14,0.320223740766909,0.246202553084268,0.247689132188554,49,0.209,42,0.167,185,209,54,414,43,459,0.115,0.0857,0.187628865979381,485
DRB1,12.01,DRB1:12.01,0.522463993218793,1.4166188792425,0.561-3.69,0.322257786098662,0.437523445621483,0.442019294849345,13,0.0556,10,0.0398,221,241,14,454,10,492,0.0299,0.0199,0.0474226804123711,485
C,14.03,C:14.03,0.207014064504844,0.476317518808273,0.128-1.51,0.33130047260967,-0.568147008411653,0.584815567437597,5,0.0207,11,0.0425,237,248,6,478,11,507,0.0124,0.0212,0.031936127744511,501
DRB1,10.01,DRB1:10.01,0.504580025809003,1.45232494653811,0.55-3.98,0.344847995151125,0.432085746204375,0.457412866450986,12,0.0513,9,0.0359,222,242,12,456,10,492,0.0256,0.0199,0.0432989690721649,485
B,15.01,B:15.01,0.353529663400632,0.731125164481033,0.372-1.41,0.349240799592362,-0.299614831812184,0.320079803942631,19,0.0833,27,0.111,209,217,20,436,27,461,0.0439,0.0553,0.0974576271186441,472
DPA1,02.02,DPA1:02.02,0.746630614841547,0.922100386428255,0.591-1.44,0.35621350325415,-0.207730951971075,0.225157170025594,189,0.775,205,0.788,55,55,253,235,284,236,0.518,0.546,0.781746031746032,504
