sample.id,DPA1.1,DPA1.2,DPA1.prob,matching
NA18994,01:03,01:03,0.96874715096376,3.42022492711174e-05
NA18995,01:03,02:02,0.969952657712331,0.00136952549158605
NA18997,01:03,02:02,0.986795017507202,0.000907586706737808
NA18998,01:03,02:01,0.994184768437831,0.00151858152052843
NA18999,01:03,02:02,0.993668510301941,0.000652896527671565
NA19000,01:03,02:02,0.985148055324437,0.000846829711425106
NA19001,02:01,02:02,0.908796385098786,1.01677259412339e-05
NA19002,01:03,02:02,0.983771109756112,5.89627321167478e-05
NA19003,02:01,02:02,0.959304794604738,0.000197043000728943
NA19004,02:01,02:02,0.991944674840281,6.90341410380602e-05
NA19005,01:03,02:02,0.960616984888467,0.00021944179926659
NA19006,01:03,02:02,0.979770717939742,0.00114936325774582
NA19007,02:02,02:02,0.997126302402666,2.29482165498986e-05
NA19009,02:01,02:02,0.951120463737206,0.000429140880853931
NA19010,02:02,02:02,0.981778767123959,3.19247970018241e-05
NA19011,01:03,01:03,0.997487430965534,0.000294301941736162
NA19012,02:07,02:07,0.531934935471982,3.62158646201889e-07
NA19054,02:02,02:02,0.990413460536135,5.07592615328987e-05
NA19055,01:03,02:02,0.997325369963364,0.000133549005946306
NA19056,02:01,02:02,0.980595807481938,0.000636526797768692
NA19057,01:03,02:01,0.99014816480191,0.000306570342225723
NA19058,01:03,02:02,0.966407304273101,0.00149954912379938
NA19059,01:03,02:02,0.973268776121738,0.000537308514903213
NA19060,01:03,02:02,0.99040322063676,0.000635602162526487
NA19062,01:03,02:02,0.979392766624547,9.94242949379663e-05
NA19063,01:03,01:03,0.984634630755943,0.000219992078962439
NA19064,02:01,02:02,0.984274207821094,4.95719686674294e-05
NA19065,01:03,01:03,0.987303812971223,0.000205601375099776
NA19066,02:01,02:02,0.988511837466753,8.96116790729461e-05
NA19067,02:02,02:02,0.955043224668142,0.000293639358151035
NA19068,02:01,02:02,0.962525259185321,0.000225685935098174
NA19070,02:01,02:02,0.987060172540015,0.00051332650876136
NA19072,01:03,02:02,0.971746301928435,0.000158811508008385
NA19074,01:03,02:02,0.98847255940103,0.000711668476112998
NA19075,02:02,02:02,0.973382898493144,9.91102996408862e-05
NA19076,01:03,01:03,0.993159651156146,0.000266231449769259
NA19077,01:03,01:03,0.967026326916003,0.000349265418041602
NA19078,01:03,02:02,0.974594432500926,0.00155799878910333
NA19079,02:02,02:02,0.97724010030187,4.32327176717414e-05
NA19080,01:03,02:02,0.953044939714872,0.00093745140877371
NA19081,01:03,02:01,0.996024017584053,0.00125968321597156
NA19082,01:03,01:03,0.996309026869481,0.000396724157592975
NA19083,01:03,01:03,0.965460705839103,0.000219526686027173
NA19084,02:02,02:02,0.951241222611862,0.000265720676447233
NA19085,01:03,01:03,0.99008354575087,0.000166514166429387
NA19086,01:03,01:03,0.990633258784537,9.6580471111182e-05
NA19087,02:01,02:02,0.968838004426819,3.0858389381387e-05
NA19088,01:03,01:03,0.994088445654,0.000266814752959419
NA19089,01:03,01:03,0.997168814184306,0.000145919888496127
NA19090,02:02,02:02,0.966667577946626,0.000341418739384221
NA19091,02:02,02:02,0.946164968312635,0.000136514825367243
