sample.id,A.1,A.2,A.prob,matching
NA18987,02:07,26:02,0.529304574086285,0.000106976419157717
NA18988,02:01,24:02,0.678169618049639,3.23887602617194e-06
NA18989,02:06,33:03,0.885496250712212,8.84402934085896e-05
NA18990,24:02,33:03,0.985877633821883,0.000128902968860088
NA18991,02:01,24:02,0.833499941110168,2.04473606652426e-05
NA18992,24:02,33:03,0.99851193300264,0.000474670166870011
NA18993,02:06,02:07,0.848797202068021,2.01509970877801e-05
NA18994,24:02,31:01,0.94864351609425,9.59519831054579e-06
NA18995,24:02,33:03,0.934699632836333,0.000615005810206952
NA18997,24:02,26:03,0.421599846343682,0.00027988221240969
NA18998,02:06,24:02,0.916409142622644,6.94969768192128e-05
NA18999,24:02,33:03,0.923059627286369,2.83270428841002e-06
NA19000,24:02,24:02,0.911266402648099,0.000204071567943458
NA19001,02:06,24:02,0.995032399126355,0.00015731144756545
NA19002,01:01,11:01,0.767659237300838,0.000259285964460863
NA19003,02:06,11:01,0.921677009069568,1.17336282726501e-05
NA19004,11:01,24:02,0.925260358847894,6.96841173840767e-07
NA19005,02:01,33:03,0.908272659436019,0.00074207493238863
NA19006,24:02,24:02,0.95616380631673,6.86677243923301e-06
NA19007,02:07,26:03,0.479900888363538,4.40517897459824e-05
NA19009,02:01,24:02,0.831063006705818,8.07849784187549e-06
NA19010,24:02,24:02,0.860355008611038,0.00049516273235522
NA19011,02:01,24:02,0.907776545894069,0.00143483023200578
NA19012,24:02,24:02,0.902383156097027,0.000446821232073737
NA19054,02:06,33:03,0.998995266680975,6.20126560104056e-05
NA19055,02:06,24:02,0.915637165111699,0.000259283126575825
NA19056,24:02,24:02,0.966205588425469,4.97283647899006e-06
NA19057,02:06,31:01,0.900687504126105,1.27100611905134e-05
NA19058,11:01,24:02,0.991273090312483,5.51543445618726e-05
NA19059,02:06,24:02,0.953712744790633,0.000241507295219938
NA19060,02:01,31:01,0.915325779549971,0.00024158071697481
NA19062,24:02,26:01,0.46797041238176,0.000442349445197321
NA19063,11:01,24:02,0.829574006285647,0.000350751056573499
NA19064,02:07,24:02,0.94492127137537,0.000423205520187353
NA19065,02:06,31:01,0.951213329050244,4.94100041427037e-05
NA19066,24:02,31:01,0.99888215500623,0.000326468330710304
NA19067,24:02,31:01,0.948170175333707,0.000401896601737549
NA19068,11:01,26:01,0.437342971861219,3.69488271305009e-05
NA19070,02:07,26:01,0.952427002016643,3.64008938022789e-05
NA19072,24:02,33:03,0.891692170649803,1.95646148643166e-05
NA19074,24:02,24:02,0.994150997322658,0.000442699533714234
NA19075,02:06,26:03,0.217777604596376,8.94183746471011e-12
NA19076,24:02,31:01,0.929650588596502,7.99779513046312e-05
NA19077,24:02,24:02,0.915621705264647,1.64502724003131e-05
NA19078,02:06,24:02,0.875224319965281,0.000407698115691342
NA19079,24:02,33:03,0.954970668147979,0.000495764995980613
NA19080,31:01,33:03,0.468617478426996,1.85217353227929e-12
NA19081,24:02,26:01,0.47882002918644,0.00042340772833642
NA19082,11:01,26:01,0.514241792026946,9.61044021616796e-06
NA19083,26:01,33:03,0.491206730762213,0.000123832811914563
NA19084,02:01,02:06,0.82882839239721,7.22242110358614e-05
NA19085,24:02,33:03,0.998511928801048,0.000504202082011353
NA19086,24:02,26:02,0.477735864502637,5.05021440949045e-06
NA19087,02:01,33:03,0.685944901940536,9.5098001552995e-06
NA19088,24:02,26:01,0.44922832142053,0.000571652855088751
NA19089,26:01,33:03,0.466170398230071,0.000144648797244472
NA19090,02:06,31:01,0.963911727788446,2.93972729294086e-05
NA19091,24:02,26:01,0.47882002918644,0.000417690485188614
