sample.id,DPB1.1,DPB1.2,DPB1.prob,matching
NA18992,04:01,09:01,0.939249951596287,0.00037156048239383
NA18993,04:01,05:01,0.976835503340108,0.000280072669512892
NA18994,04:02,05:01,0.94161275045277,9.57721773571423e-06
NA18995,02:01,05:01,0.984823067203443,0.00307478399106867
NA18997,02:01,05:01,0.902199879142513,0.000876934031580098
NA18998,02:01,09:01,0.829391668422925,0.0004540268075803
NA18999,02:01,05:01,0.803269272271684,0.000776864857328565
NA19000,04:02,05:01,0.989770073098456,0.00219146483511645
NA19001,05:01,05:01,0.993610222306712,0.00148500770589639
NA19002,03:01,04:01,0.996047831551749,2.18823980238211e-05
NA19003,05:01,14:01,0.908888115332243,4.74670425675918e-05
NA19004,03:01,09:01,0.939913553429688,8.24873395479779e-05
NA19005,03:01,05:01,0.688235020050106,0.000445926299785469
NA19006,02:01,05:01,0.985355338921949,0.00270167881016745
NA19007,02:02,03:01,0.986592306061161,2.69000415150374e-05
NA19009,05:01,09:01,0.938867583012221,0.00158996325326609
NA19010,03:01,05:01,0.985079406050524,0.000135850742615071
NA19011,02:01,04:02,0.985079372102448,0.000111206746636183
NA19012,19:01,19:01,0.99999999999323,4.09474332167818e-06
NA19054,02:01,02:02,0.909638121174337,7.6903406641019e-06
NA19055,03:01,04:02,0.986638851741215,7.23978431261195e-05
NA19056,05:01,09:01,0.932960358399327,0.0020005774001639
NA19057,04:02,09:01,0.88387107919412,0.000627786818865977
NA19058,02:01,05:01,0.844254862218748,0.00110661187048643
NA19059,02:01,05:01,0.83781290057024,0.000434620532565889
NA19060,02:01,05:01,0.503805561461254,0.000626942567294653
NA19062,03:01,04:01,0.956032333203966,1.5896107073346e-05
NA19063,02:01,02:01,0.950795531493024,0.000620497507368162
NA19064,02:02,14:01,0.974915490509949,1.50151821475368e-05
NA19065,02:01,04:02,0.899576411800257,0.000104295971907559
NA19066,05:01,17:01,0.995053690830191,0.000480311761409179
NA19067,05:01,05:01,0.992502850549363,0.00155463875612617
NA19068,05:01,09:01,0.875213580885087,0.000962368174386488
NA19070,05:01,09:01,0.936441477033119,0.00158686633274969
NA19072,03:01,05:01,0.686540348538644,0.000437355033796952
NA19074,02:01,05:01,0.975073079515789,0.00194500007528536
NA19075,02:01,05:01,0.985261770481378,0.000121780836503033
NA19076,02:01,02:01,0.832910920256954,0.000149421914859632
NA19077,02:01,04:01,0.96805658740787,0.00117701126432616
NA19078,02:01,05:01,0.981778471469229,0.00434264474667542
NA19079,03:01,05:01,0.998223212806004,0.000116338423505427
NA19080,02:01,05:01,0.975748651384344,0.00166089253875543
NA19081,02:01,09:01,0.838294178019923,0.000496588738098984
NA19082,02:01,02:01,0.862225593502236,0.000553929061402888
NA19083,02:01,04:01,0.974956725999121,0.000249863982176691
NA19084,05:01,05:01,0.9897095827166,0.00283890966477768
NA19085,04:01,04:02,0.99335800821854,8.72604088876664e-05
NA19086,04:02,04:02,0.988652470369588,2.04448605378309e-05
NA19087,03:01,05:01,0.64851090565272,2.29460832462542e-05
NA19088,02:01,02:01,0.828201227174423,0.000366962998396542
NA19089,02:01,04:01,0.903050470063016,7.1416372649901e-05
NA19090,05:01,05:01,0.986870212725587,0.00278867974123186
NA19091,05:01,05:01,0.972724302587494,0.00116614627737782
